"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","361","test_firewall_status[RU-MOW]","tests","Sat Apr 25 04:25:59 UTC 2026","failed","Sat Apr 25 04:25:59 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Apr 25 04:26:13 UTC 2026","skipped","Sat Apr 25 04:26:13 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","364","test_firewall_status[AT-VIE]","tests","Sat Apr 25 04:25:58 UTC 2026","passed","Sat Apr 25 04:25:59 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3029","test_os_version[AT-VIE]","tests","Sat Apr 25 04:25:38 UTC 2026","passed","Sat Apr 25 04:25:41 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","365","Audit: Firewall (UFW) Status","tests","Sat Apr 25 04:26:42 UTC 2026","passed","Sat Apr 25 04:26:42 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3122","test_os_version[RU-MOW]","tests","Sat Apr 25 04:25:41 UTC 2026","passed","Sat Apr 25 04:25:44 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Apr 25 04:26:13 UTC 2026","skipped","Sat Apr 25 04:26:13 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"Standardization check: Ensures the node runs a supported Linux version.","1181","Audit: OS Distribution Compliance","tests","Sat Apr 25 04:26:35 UTC 2026","passed","Sat Apr 25 04:26:37 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Standardization check: Ensures the node runs a supported Linux version.","1923","Audit: OS Distribution Compliance","tests","Sat Apr 25 04:26:39 UTC 2026","passed","Sat Apr 25 04:26:41 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","2439","Audit: Fail2Ban Service with Self-Healing","tests","Sat Apr 25 04:26:49 UTC 2026","passed","Sat Apr 25 04:26:52 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","2815","Network: Download Speed via Global CDN","tests","Sat Apr 25 04:26:15 UTC 2026","passed","Sat Apr 25 04:26:18 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1846","Audit: Fail2Ban Service with Self-Healing","tests","Sat Apr 25 04:26:45 UTC 2026","passed","Sat Apr 25 04:26:47 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Standardization check: Ensures the node runs a supported Linux version.","1467","Audit: OS Distribution Compliance","tests","Sat Apr 25 04:26:38 UTC 2026","passed","Sat Apr 25 04:26:39 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","2806","Network: Download Speed via Global CDN","tests","Sat Apr 25 04:26:18 UTC 2026","passed","Sat Apr 25 04:26:21 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","2391","test_fail2ban_status[AT-VIE]","tests","Sat Apr 25 04:26:04 UTC 2026","passed","Sat Apr 25 04:26:06 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","2061","Audit: Fail2Ban Service with Self-Healing","tests","Sat Apr 25 04:26:47 UTC 2026","passed","Sat Apr 25 04:26:49 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","2028","test_fail2ban_status[NL-AMS]","tests","Sat Apr 25 04:26:02 UTC 2026","passed","Sat Apr 25 04:26:04 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1326","Audit: OS Distribution Compliance","tests","Sat Apr 25 04:26:37 UTC 2026","passed","Sat Apr 25 04:26:38 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Apr 25 04:26:13 UTC 2026","skipped","Sat Apr 25 04:26:13 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
