"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        SMOKE TEST (REQ-000): Verifies SSH connectivity to the server.

        This test covers multiple layers of the stack implicitly:
        1. Network Layer: IP is reachable.
        2. Transport Layer: Port 22 is open and accepting TCP connections.
        3. Application (SSH): SSH Daemon is running and accepts the handshake.
        4. Auth Layer: Credentials (root + password) are correct.
        5. Execution: System can fork a process ('hostname') and return stdout.

        If this test fails, further security auditing (REQ-001+) is impossible.
        ","298","test_server_connectivity[DE-DUS]","tests","Sun Feb 22 04:53:49 UTC 2026","passed","Sun Feb 22 04:53:50 UTC 2026","","test_security_audit","",""
"
        SMOKE TEST (REQ-000): Verifies SSH connectivity to the server.

        This test covers multiple layers of the stack implicitly:
        1. Network Layer: IP is reachable.
        2. Transport Layer: Port 22 is open and accepting TCP connections.
        3. Application (SSH): SSH Daemon is running and accepts the handshake.
        4. Auth Layer: Credentials (root + password) are correct.
        5. Execution: System can fork a process ('hostname') and return stdout.

        If this test fails, further security auditing (REQ-001+) is impossible.
        ","368","test_server_connectivity[RU-MOW]","tests","Sun Feb 22 04:53:49 UTC 2026","passed","Sun Feb 22 04:53:49 UTC 2026","","test_security_audit","",""
"3. Проверяем, что хотя бы у одного сервера прописаны пути для бэкапа","0","test_inventory_has_backup_paths","tests","Sun Feb 22 04:53:38 UTC 2026","passed","Sun Feb 22 04:53:38 UTC 2026","","test_backup","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1989","test_fail2ban_status[NL-AMS]","tests","Sun Feb 22 04:53:28 UTC 2026","passed","Sun Feb 22 04:53:30 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3145","test_os_version[RU-MOW]","tests","Sun Feb 22 04:53:18 UTC 2026","passed","Sun Feb 22 04:53:22 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-005 (Part 2): Скорость (HTTP Download).
        Используем Global CDN (Cachefly) для проверки реальной ширины канала.
        ","4643","test_server_download_speed_http[DE-DUS]","tests","Sun Feb 22 04:53:44 UTC 2026","passed","Sun Feb 22 04:53:48 UTC 2026","TestNetworkPerformance","test_network_perf","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","2237","test_fail2ban_status[AT-VIE]","tests","Sun Feb 22 04:53:30 UTC 2026","passed","Sun Feb 22 04:53:32 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-005 (Part 1): Пинг от тебя до сервера.
        ","0","test_latency_and_loss_from_client[AT-VIE]","tests","Sun Feb 22 04:53:39 UTC 2026","skipped","Sun Feb 22 04:53:39 UTC 2026","TestNetworkPerformance","test_network_perf","",""
"
        REQ-005 (Part 2): Скорость (HTTP Download).
        Используем Global CDN (Cachefly) для проверки реальной ширины канала.
        ","454","test_server_download_speed_http[NL-AMS]","tests","Sun Feb 22 04:53:39 UTC 2026","passed","Sun Feb 22 04:53:39 UTC 2026","TestNetworkPerformance","test_network_perf","",""
"
        REQ-005 (Part 1): Пинг от тебя до сервера.
        ","0","test_latency_and_loss_from_client[RU-MOW]","tests","Sun Feb 22 04:53:39 UTC 2026","skipped","Sun Feb 22 04:53:39 UTC 2026","TestNetworkPerformance","test_network_perf","",""
