"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Standardization check: Ensures the node runs a supported Linux version.","1284","Audit: OS Distribution Compliance","tests","Sun Mar 15 04:22:34 UTC 2026","passed","Sun Mar 15 04:22:35 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","298","Smoke Test: SSH Connectivity","tests","Sun Mar 15 04:22:28 UTC 2026","passed","Sun Mar 15 04:22:28 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3199","test_os_version[AT-VIE]","tests","Sun Mar 15 04:21:50 UTC 2026","passed","Sun Mar 15 04:21:53 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
    Verifies that the Telegram Bot API is accessible and can send documents.
    This acts as a 'Canary' test for our Disaster Recovery alerting channel.
    ","599","test_telegram_connection","tests","Sun Mar 15 04:22:44 UTC 2026","passed","Sun Mar 15 04:22:45 UTC 2026","","test_telegram_api","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","548","test_firewall_status[RU-MOW]","tests","Sun Mar 15 04:22:01 UTC 2026","passed","Sun Mar 15 04:22:02 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","482","Audit: Firewall (UFW) Status","tests","Sun Mar 15 04:22:36 UTC 2026","passed","Sun Mar 15 04:22:36 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","3625","Network: Download Speed via Global CDN","tests","Sun Mar 15 04:22:19 UTC 2026","passed","Sun Mar 15 04:22:22 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","370","test_ssh_root_login_disabled[RU-MOW]","tests","Sun Mar 15 04:22:13 UTC 2026","skipped","Sun Mar 15 04:22:13 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1610","Audit: OS Distribution Compliance","tests","Sun Mar 15 04:22:32 UTC 2026","passed","Sun Mar 15 04:22:34 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1895","Audit: Fail2Ban Service with Self-Healing","tests","Sun Mar 15 04:22:38 UTC 2026","passed","Sun Mar 15 04:22:40 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
