"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","207","Smoke Test: SSH Connectivity","tests","Sun Mar 29 04:27:29 UTC 2026","passed","Sun Mar 29 04:27:29 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1595","test_fail2ban_status[NL-AMS]","tests","Sun Mar 29 04:27:05 UTC 2026","passed","Sun Mar 29 04:27:07 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","227","test_ssh_root_login_disabled[AT-VIE]","tests","Sun Mar 29 04:27:13 UTC 2026","skipped","Sun Mar 29 04:27:13 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","279","Audit: Firewall (UFW) Status","tests","Sun Mar 29 04:27:34 UTC 2026","passed","Sun Mar 29 04:27:35 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sun Mar 29 04:27:13 UTC 2026","skipped","Sun Mar 29 04:27:13 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2379","test_os_version[AT-VIE]","tests","Sun Mar 29 04:26:55 UTC 2026","passed","Sun Mar 29 04:26:57 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","245","Audit: Firewall (UFW) Status","tests","Sun Mar 29 04:27:34 UTC 2026","passed","Sun Mar 29 04:27:34 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sun Mar 29 04:27:13 UTC 2026","skipped","Sun Mar 29 04:27:13 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","294","test_ssh_root_login_disabled[RU-MOW]","tests","Sun Mar 29 04:27:13 UTC 2026","skipped","Sun Mar 29 04:27:13 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1796","test_fail2ban_status[DE-DUS]","tests","Sun Mar 29 04:27:11 UTC 2026","passed","Sun Mar 29 04:27:12 UTC 2026","TestSecurityRules","test_audit_rules","",""
