"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1758","Audit: Fail2Ban Service with Self-Healing","tests","Sat May 09 04:58:56 UTC 2026","passed","Sat May 09 04:58:58 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","6217","Network: Download Speed via Global CDN","tests","Sat May 09 04:58:41 UTC 2026","passed","Sat May 09 04:58:47 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
    Verifies that the Telegram Bot API is accessible and can send documents.
    This acts as a 'Canary' test for our Disaster Recovery alerting channel.
    ","526","test_telegram_connection","tests","Sat May 09 04:59:01 UTC 2026","passed","Sat May 09 04:59:02 UTC 2026","","test_telegram_api","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","345","test_firewall_status[AT-VIE]","tests","Sat May 09 04:58:21 UTC 2026","passed","Sat May 09 04:58:22 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","279","Smoke Test: SSH Connectivity","tests","Sat May 09 04:58:48 UTC 2026","passed","Sat May 09 04:58:48 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat May 09 04:58:33 UTC 2026","skipped","Sat May 09 04:58:33 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","270","test_ssh_root_login_disabled[NL-AMS]","tests","Sat May 09 04:58:32 UTC 2026","skipped","Sat May 09 04:58:32 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","542","test_firewall_status[DE-DUS]","tests","Sat May 09 04:58:22 UTC 2026","passed","Sat May 09 04:58:23 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1956","Audit: Fail2Ban Service with Self-Healing","tests","Sat May 09 04:58:58 UTC 2026","passed","Sat May 09 04:59:00 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2348","test_os_version[NL-AMS]","tests","Sat May 09 04:58:09 UTC 2026","passed","Sat May 09 04:58:11 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2910","test_os_version[AT-VIE]","tests","Sat May 09 04:58:11 UTC 2026","passed","Sat May 09 04:58:14 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","324","test_firewall_status[NL-AMS]","tests","Sat May 09 04:58:21 UTC 2026","passed","Sat May 09 04:58:21 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1609","Audit: Fail2Ban Service with Self-Healing","tests","Sat May 09 04:58:54 UTC 2026","passed","Sat May 09 04:58:56 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2888","test_os_version[RU-MOW]","tests","Sat May 09 04:58:14 UTC 2026","passed","Sat May 09 04:58:17 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1394","Audit: OS Distribution Compliance","tests","Sat May 09 04:58:51 UTC 2026","passed","Sat May 09 04:58:52 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","4272","test_os_version[DE-DUS]","tests","Sat May 09 04:58:17 UTC 2026","passed","Sat May 09 04:58:21 UTC 2026","TestSecurityRules","test_audit_rules","",""
