"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","1327","Network: Download Speed via Global CDN","tests","Tue Apr 14 04:35:32 UTC 2026","passed","Tue Apr 14 04:35:34 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1800","test_fail2ban_status[DE-DUS]","tests","Tue Apr 14 04:35:30 UTC 2026","passed","Tue Apr 14 04:35:31 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","213","Smoke Test: SSH Connectivity","tests","Tue Apr 14 04:35:44 UTC 2026","passed","Tue Apr 14 04:35:45 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3929","test_os_version[DE-DUS]","tests","Tue Apr 14 04:35:19 UTC 2026","passed","Tue Apr 14 04:35:23 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2731","test_os_version[RU-MOW]","tests","Tue Apr 14 04:35:16 UTC 2026","passed","Tue Apr 14 04:35:19 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1837","Audit: Fail2Ban Service with Self-Healing","tests","Tue Apr 14 04:35:53 UTC 2026","passed","Tue Apr 14 04:35:55 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Standardization check: Ensures the node runs a supported Linux version.","880","Audit: OS Distribution Compliance","tests","Tue Apr 14 04:35:45 UTC 2026","passed","Tue Apr 14 04:35:46 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","262","Audit: Firewall (UFW) Status","tests","Tue Apr 14 04:35:50 UTC 2026","passed","Tue Apr 14 04:35:50 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","364","test_firewall_status[DE-DUS]","tests","Tue Apr 14 04:35:24 UTC 2026","passed","Tue Apr 14 04:35:24 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","209","test_ssh_root_login_disabled[NL-AMS]","tests","Tue Apr 14 04:35:31 UTC 2026","skipped","Tue Apr 14 04:35:32 UTC 2026","TestSecurityRules","test_audit_rules","",""
