"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2187","test_os_version[AT-VIE]","tests","Sat Apr 04 04:05:04 UTC 2026","passed","Sat Apr 04 04:05:06 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Apr 04 04:05:21 UTC 2026","skipped","Sat Apr 04 04:05:21 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Apr 04 04:05:21 UTC 2026","skipped","Sat Apr 04 04:05:21 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1605","test_fail2ban_status[AT-VIE]","tests","Sat Apr 04 04:05:15 UTC 2026","passed","Sat Apr 04 04:05:16 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","202","Smoke Test: SSH Connectivity","tests","Sat Apr 04 04:05:32 UTC 2026","passed","Sat Apr 04 04:05:32 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","203","test_ssh_root_login_disabled[AT-VIE]","tests","Sat Apr 04 04:05:20 UTC 2026","skipped","Sat Apr 04 04:05:20 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2434","test_os_version[RU-MOW]","tests","Sat Apr 04 04:05:06 UTC 2026","passed","Sat Apr 04 04:05:09 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","269","Smoke Test: SSH Connectivity","tests","Sat Apr 04 04:05:32 UTC 2026","passed","Sat Apr 04 04:05:33 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","270","test_firewall_status[RU-MOW]","tests","Sat Apr 04 04:05:13 UTC 2026","failed","Sat Apr 04 04:05:13 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","307","test_firewall_status[DE-DUS]","tests","Sat Apr 04 04:05:13 UTC 2026","passed","Sat Apr 04 04:05:13 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","1565","test_os_version[NL-AMS]","tests","Sat Apr 04 04:05:03 UTC 2026","passed","Sat Apr 04 04:05:04 UTC 2026","TestSecurityRules","test_audit_rules","",""
