"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","350","Audit: Firewall (UFW) Status","tests","Thu May 07 05:20:22 UTC 2026","passed","Thu May 07 05:20:22 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","310","test_ssh_root_login_disabled[DE-DUS]","tests","Thu May 07 05:19:58 UTC 2026","skipped","Thu May 07 05:19:59 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Thu May 07 05:19:59 UTC 2026","skipped","Thu May 07 05:19:59 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","732","Audit: Firewall (UFW) Status","tests","Thu May 07 05:20:23 UTC 2026","passed","Thu May 07 05:20:24 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","376","Audit: Firewall (UFW) Status","tests","Thu May 07 05:20:23 UTC 2026","failed","Thu May 07 05:20:23 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","4594","Network: Download Speed via Global CDN","tests","Thu May 07 05:20:00 UTC 2026","passed","Thu May 07 05:20:05 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","373","test_firewall_status[RU-MOW]","tests","Thu May 07 05:19:47 UTC 2026","failed","Thu May 07 05:19:47 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","394","Audit: Firewall (UFW) Status","tests","Thu May 07 05:20:22 UTC 2026","passed","Thu May 07 05:20:23 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","7424","Network: Download Speed via Global CDN","tests","Thu May 07 05:20:08 UTC 2026","passed","Thu May 07 05:20:15 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","373","test_ssh_root_login_disabled[RU-MOW]","tests","Thu May 07 05:19:58 UTC 2026","skipped","Thu May 07 05:19:58 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1350","Audit: OS Distribution Compliance","tests","Thu May 07 05:20:18 UTC 2026","passed","Thu May 07 05:20:19 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Standardization check: Ensures the node runs a supported Linux version.","1279","Audit: OS Distribution Compliance","tests","Thu May 07 05:20:21 UTC 2026","passed","Thu May 07 05:20:22 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","488","test_firewall_status[DE-DUS]","tests","Thu May 07 05:19:47 UTC 2026","passed","Thu May 07 05:19:48 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-002: Firewall (UFW) must be active.
        Logic: We check the command output 'ufw status' explicitly.
        We expect to see 'Status: active'. This covers both Ubuntu and Debian correctly,
        avoiding false negatives from systemd service status.
        ","403","test_firewall_status[NL-AMS]","tests","Thu May 07 05:19:46 UTC 2026","passed","Thu May 07 05:19:47 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","2218","Audit: Fail2Ban Service with Self-Healing","tests","Thu May 07 05:20:27 UTC 2026","passed","Thu May 07 05:20:30 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","305","test_ssh_root_login_disabled[AT-VIE]","tests","Thu May 07 05:19:58 UTC 2026","skipped","Thu May 07 05:19:58 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","377","Smoke Test: SSH Connectivity","tests","Thu May 07 05:20:16 UTC 2026","passed","Thu May 07 05:20:16 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Thu May 07 05:19:59 UTC 2026","skipped","Thu May 07 05:19:59 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","6071","test_os_version[DE-DUS]","tests","Thu May 07 05:19:40 UTC 2026","passed","Thu May 07 05:19:46 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1819","Audit: Fail2Ban Service with Self-Healing","tests","Thu May 07 05:20:30 UTC 2026","passed","Thu May 07 05:20:31 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
