"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Standardization check: Ensures the node runs a supported Linux version.","1367","Audit: OS Distribution Compliance","tests","Fri Mar 13 04:01:50 UTC 2026","passed","Fri Mar 13 04:01:51 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","1792","Audit: Fail2Ban Service with Self-Healing","tests","Fri Mar 13 04:02:02 UTC 2026","passed","Fri Mar 13 04:02:03 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","2658","test_os_version[NL-AMS]","tests","Fri Mar 13 04:01:05 UTC 2026","passed","Fri Mar 13 04:01:08 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies Fail2Ban service.
        If it is missing or stopped, the test attempts to fix the system automatically.
        ","2319","Audit: Fail2Ban Service with Self-Healing","tests","Fri Mar 13 04:01:59 UTC 2026","passed","Fri Mar 13 04:02:02 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","2363","test_fail2ban_status[AT-VIE]","tests","Fri Mar 13 04:01:23 UTC 2026","passed","Fri Mar 13 04:01:25 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","2430","test_fail2ban_status[DE-DUS]","tests","Fri Mar 13 04:01:28 UTC 2026","passed","Fri Mar 13 04:01:31 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies the server's internet bandwidth by downloading a test file from a Global CDN.
        This simulates real-world heavy usage (e.g., 4K video streaming).
        ","3136","Network: Download Speed via Global CDN","tests","Fri Mar 13 04:01:34 UTC 2026","passed","Fri Mar 13 04:01:37 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-004: OS Standardization (Ubuntu/Debian).
        Logic: Verify that the server runs a supported Linux distribution.
        This prevents 'configuration drift' where servers become too different to manage.
        ","3033","test_os_version[AT-VIE]","tests","Fri Mar 13 04:01:08 UTC 2026","passed","Fri Mar 13 04:01:11 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1297","Audit: OS Distribution Compliance","tests","Fri Mar 13 04:01:48 UTC 2026","passed","Fri Mar 13 04:01:50 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","362","Audit: Firewall (UFW) Status","tests","Fri Mar 13 04:01:54 UTC 2026","passed","Fri Mar 13 04:01:55 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
