"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Mar 07 03:50:08 UTC 2026","skipped","Sat Mar 07 03:50:08 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1546","test_fail2ban_status[AT-VIE]","tests","Sat Mar 07 03:50:02 UTC 2026","passed","Sat Mar 07 03:50:03 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","274","Smoke Test: SSH Connectivity","tests","Sat Mar 07 03:50:20 UTC 2026","passed","Sat Mar 07 03:50:21 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","168","test_ssh_root_login_disabled[NL-AMS]","tests","Sat Mar 07 03:50:07 UTC 2026","skipped","Sat Mar 07 03:50:07 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        Measures the Round-Trip Time (RTT) from the local machine to the server.
        Ensures that latency is within acceptable limits for a stable VPN connection.
        ","0","Network: Latency and Packet Loss (Client to Server)","tests","Sat Mar 07 03:50:08 UTC 2026","skipped","Sat Mar 07 03:50:08 UTC 2026","TestNetworkPerformance","Network Performance & Capacity","",""
"
        REQ-003: Intrusion Prevention System (Fail2Ban).
        Self-Healing 2.0: Install if missing, AND restart if stopped/crashed.
        ","1270","test_fail2ban_status[NL-AMS]","tests","Sat Mar 07 03:50:01 UTC 2026","passed","Sat Mar 07 03:50:02 UTC 2026","TestSecurityRules","test_audit_rules","",""
"
        REQ-001: SSH Root Login must be disabled.
        Logic: Check /etc/ssh/sshd_config for 'PermitRootLogin no'.
        (Marked as xfail: Currently we use root user for automation, architectural exception).
        ","194","test_ssh_root_login_disabled[AT-VIE]","tests","Sat Mar 07 03:50:07 UTC 2026","skipped","Sat Mar 07 03:50:07 UTC 2026","TestSecurityRules","test_audit_rules","",""
"Standardization check: Ensures the node runs a supported Linux version.","1164","Audit: OS Distribution Compliance","tests","Sat Mar 07 03:50:22 UTC 2026","passed","Sat Mar 07 03:50:24 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"
        Verifies that the server is reachable and accepting SSH commands.
        This is the foundation for all other infrastructure tests.
        ","207","Smoke Test: SSH Connectivity","tests","Sat Mar 07 03:50:20 UTC 2026","passed","Sat Mar 07 03:50:20 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
"Ensures that the Uncomplicated Firewall (UFW) is active and protecting the node.","213","Audit: Firewall (UFW) Status","tests","Sat Mar 07 03:50:24 UTC 2026","passed","Sat Mar 07 03:50:25 UTC 2026","TestSecurityInfrastructure","Infrastructure Security Audit","",""
